Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Travel_Rarely,1199,Research & Development,9,4,Technical Degree,1,1083,3,Female,59,4,4,Healthcare Representative,4,Divorced,7746,7703,6,Y,No,14,3,3,80,0,14,2,2,10,6,0,5
47,No,Travel_Rarely,539,Research & Development,1,3,Marketing,1,1084,3,Female,41,3,4,Manager,3,Married,8061,8736,1,Y,No,13,4,1,80,1,20,0,2,10,3,3,6
38,No,Travel_Frequently,484,Human Resources,1,3,Life Sciences,1,1085,1,Male,59,3,2,Human Resources,3,Married,4328,15650,2,Y,No,12,3,4,80,2,16,2,2,0,0,0,0
46,Yes,Travel_Rarely,1016,Research & Development,1,3,Human Resources,1,1086,1,Male,30,3,3,Manager,1,Divorced,7169,11563,1,Y,Yes,18,3,3,80,2,12,0,3,0,0,0,0
46,No,Travel_Rarely,1476,Research & Development,8,5,Medical,1,1087,3,Female,65,4,1,Manufacturing Director,1,Married,2243,7322,7,Y,No,23,3,1,80,0,0,4,3,0,0,0,0
31,No,Travel_Rarely,1391,Sales,8,1,Human Resources,1,1088,4,Male,50,2,1,Sales Executive,2,Divorced,1231,11233,2,Y,No,18,3,2,80,1,9,5,3,2,2,2,2
29,No,Travel_Frequently,906,Human Resources,6,3,Life Sciences,1,1089,2,Male,61,3,1,Human Resources,4,Single,3412,23058,1,Y,No,14,3,1,80,2,8,3,2,4,4,0,0
37,No,Travel_Rarely,1074,Sales,3,1,Life Sciences,1,1090,3,Male,92,2,3,Sales Executive,1,Married,5830,6467,4,Y,No,19,3,3,80,0,3,3,3,3,3,1,3
44,No,Travel_Rarely,1052,Human Resources,6,2,Medical,1,1091,3,Female,42,2,2,Manager,4,Divorced,4453,16154,1,Y,No,20,3,3,80,1,0,2,3,0,0,0,0
38,Yes,Travel_Rarely,506,Research & Development,6,3,Life Sciences,1,1092,4,Female,66,3,2,Research Director,2,Single,4857,15434,8,Y,No,11,4,3,80,1,14,1,4,5,0,4,0
22,No,Travel_Rarely,1122,Research & Development,1,2,Marketing,1,1093,2,Female,73,3,1,Research Scientist,2,Divorced,2659,2491,2,Y,No,19,3,3,80,1,13,4,3,5,5,0,5
29,No,Travel_Rarely,987,Research & Development,2,5,Other,1,1094,1,Male,50,3,2,Research Scientist,2,Married,5375,18699,4,Y,No,17,3,1,80,1,2,3,2,2,0,1,2
36,No,Travel_Rarely,1068,Sales,1,4,Marketing,1,1095,3,Male,47,3,3,Sales Executive,1,Divorced,6883,20843,2,Y,No,19,4,2,80,1,5,3,3,5,1,0,5
36,No,Travel_Rarely,180,Sales,20,3,Human Resources,1,1096,4,Male,75,2,2,Sales Executive,4,Married,3810,16700,6,Y,Yes,17,3,1,80,1,19,4,3,8,0,0,0
54,No,Travel_Rarely,410,Sales,11,3,Medical,1,1097,1,Female,76,3,3,Sales Executive,4,Married,8242,3871,7,Y,No,14,3,4,80,3,4,2,1,4,3,0,3
24,Yes,Travel_Rarely,828,Sales,29,3,Marketing,1,1098,3,Female,55,4,1,Sales Executive,3,Married,2655,6154,5,Y,No,22,3,1,80,1,12,2,1,11,2,7,3
41,No,Travel_Rarely,1158,Research & Development,3,4,Technical Degree,1,1099,1,Male,34,3,4,Healthcare Representative,2,Married,8382,22432,6,Y,No,16,3,3,80,2,9,4,2,0,0,0,0
50,Yes,Travel_Rarely,991,Research & Development,18,3,Marketing,1,1100,1,Female,34,2,3,Manager,2,Married,7271,18371,1,Y,No,13,4,2,80,1,14,3,2,6,1,5,6
57,No,Travel_Rarely,1460,Sales,8,1,Medical,1,1101,3,Male,60,3,1,Sales Executive,3,Divorced,2699,24206,7,Y,No,16,3,2,80,0,5,4,3,5,5,0,0
33,No,Travel_Frequently,814,Human Resources,5,4,Medical,1,1102,2,Male,57,1,1,Manager,4,Married,2819,14724,3,Y,No,18,3,3,80,1,11,3,3,4,4,4,4
41,Yes,Travel_Frequently,1052,Research & Development,2,4,Marketing,1,1103,4,Female,94,3,3,Laboratory Technician,2,Single,8493,19252,6,Y,Yes,15,3,3,80,1,12,2,2,12,3,2,7
42,No,Non-Travel,571,Human Resources,12,3,Life Sciences,1,1104,3,Male,42,3,4,Human Resources,4,Divorced,8279,2433,4,Y,No,16,3,3,80,0,12,2,3,5,2,0,5
38,No,Travel_Rarely,666,Human Resources,21,4,Technical Degree,1,1105,3,Male,47,4,2,Human Resources,3,Single,4245,18484,1,Y,Yes,15,3,3,80,1,11,3,3,8,2,1,7
36,Yes,Travel_Rarely,1039,Sales,2,4,Other,1,1106,3,Male,53,3,1,Sales Representative,2,Married,2593,3390,3,Y,No,12,4,3,80,3,13,3,3,0,0,0,0
40,No,Travel_Rarely,222,Research & Development,1,3,Medical,1,1107,3,Female,58,3,4,Manager,3,Single,9357,2381,0,Y,No,12,4,2,80,1,26,2,1,0,0,0,0
18,No,Travel_Rarely,251,Research & Development,10,3,Marketing,1,1108,1,Female,57,3,3,Manufacturing Director,1,Divorced,5294,19370,4,Y,No,11,3,3,80,0,28,3,2,11,1,1,5
43,No,Travel_Rarely,254,Research & Development,29,5,Marketing,1,1109,4,Female,74,3,2,Laboratory Technician,4,Single,2927,25468,2,Y,No,20,3,3,80,0,6,3,3,6,6,1,5
38,Yes,Travel_Rarely,1105,Sales,12,2,Medical,1,1110,4,Female,40,4,2,Sales Representative,2,Single,4030,11002,1,Y,Yes,14,3,1,80,0,0,2,2,0,0,0,0
34,Yes,Travel_Rarely,1381,Research & Development,3,3,Medical,1,1111,2,Male,80,1,1,Research Scientist,4,Divorced,1192,22757,9,Y,Yes,11,3,3,80,1,15,2,3,0,0,0,0
55,No,Travel_Rarely,675,Sales,4,2,Human Resources,1,1112,1,Male,88,3,3,Sales Representative,1,Divorced,6160,20331,7,Y,No,16,3,1,80,0,12,2,3,7,3,0,6
30,Yes,Non-Travel,1188,Sales,4,4,Medical,1,1113,1,Female,42,2,2,Sales Executive,4,Single,4901,2663,7,Y,No,16,3,2,80,0,18,2,3,14,2,5,7
33,No,Travel_Rarely,1418,Research & Development,17,4,Life Sciences,1,1114,3,Male,76,3,5,Manufacturing Director,2,Married,9787,23196,5,Y,Yes,11,3,3,80,0,12,3,2,12,2,5,4
54,No,Travel_Rarely,169,Research & Development,13,1,Technical Degree,1,1115,3,Female,72,3,2,Manufacturing Director,4,Divorced,3358,22150,4,Y,No,12,3,4,80,1,11,2,3,5,3,0,2
29,No,Travel_Rarely,326,Research & Development,8,5,Medical,1,1116,4,Female,53,3,2,Research Director,4,Single,4555,16909,4,Y,No,11,3,4,80,0,18,2,3,0,0,0,0
32,No,Travel_Frequently,948,Sales,2,4,Technical Degree,1,1117,4,Female,77,4,2,Sales Executive,4,Divorced,5190,25469,1,Y,No,12,3,1,80,0,19,2,3,12,4,1,4
35,No,Travel_Frequently,659,Research & Development,25,4,Life Sciences,1,1118,3,Male,92,3,4,Research Director,3,Married,7144,8867,7,Y,No,19,4,3,80,0,1,2,3,1,1,1,0
44,No,Travel_Rarely,1415,Sales,9,1,Life Sciences,1,1119,3,Male,46,3,4,Sales Executive,4,Married,9156,21029,7,Y,No,14,3,3,80,0,5,6,3,5,2,0,0
38,No,Travel_Rarely,977,Sales,29,3,Other,1,1120,4,Female,98,3,2,Sales Representative,3,Married,5153,18587,5,Y,No,13,3,1,80,0,10,1,3,8,7,0,3
25,No,Travel_Frequently,348,Research & Development,7,4,Life Sciences,1,1121,3,Female,83,4,3,Healthcare Representative,2,Married,7263,5744,7,Y,No,18,3,4,80,1,11,3,3,1,1,1,1
32,No,Travel_Rarely,1441,Human Resources,15,3,Technical Degree,1,1122,3,Female,43,3,3,Manager,3,Single,7474,5313,3,Y,Yes,16,3,4,80,1,9,2,3,7,7,1,5
31,No,Non-Travel,1010,Research & Development,15,3,Technical Degree,1,1123,3,Male,44,1,2,Manufacturing Director,1,Married,6261,2825,2,Y,No,11,3,4,80,0,14,4,1,14,5,0,3
36,No,Travel_Rarely,393,Research & Development,3,4,Marketing,1,1124,3,Male,39,3,1,Manufacturing Director,4,Single,2215,14595,8,Y,No,12,3,1,80,2,17,5,4,6,6,4,2
40,No,Travel_Rarely,315,Research & Development,29,3,Life Sciences,1,1125,3,Female,51,4,2,Research Scientist,1,Married,4587,13329,2,Y,No,16,3,2,80,1,23,2,3,0,0,0,0
40,No,Travel_Frequently,869,Research & Development,1,4,Medical,1,1126,3,Female,42,3,1,Healthcare Representative,3,Single,2166,24171,4,Y,No,11,3,4,80,0,15,4,3,0,0,0,0
21,No,Travel_Rarely,706,Sales,13,2,Human Resources,1,1127,4,Female,94,2,4,Sales Executive,3,Divorced,8501,10853,2,Y,Yes,22,3,4,80,0,5,2,1,2,2,2,1
46,No,Travel_Rarely,1072,Research & Development,29,2,Medical,1,1128,3,Male,43,3,2,Manufacturing Director,3,Single,5726,13334,4,Y,Yes,15,3,4,80,3,9,2,3,4,4,0,0
39,No,Travel_Rarely,1318,Research & Development,3,1,Medical,1,1129,3,Female,73,4,5,Laboratory Technician,3,Married,9423,7650,5,Y,No,12,3,1,80,3,10,2,3,10,5,1,3
49,No,Travel_Frequently,1112,Sales,9,3,Medical,1,1130,4,Male,68,4,2,Sales Executive,1,Married,3811,25582,3,Y,No,11,4,3,80,0,14,2,2,0,0,0,0
40,No,Travel_Rarely,175,Research & Development,7,3,Life Sciences,1,1131,3,Female,64,3,3,Research Director,3,Married,7601,11643,3,Y,No,18,3,3,80,0,13,2,2,13,3,0,3
46,No,Travel_Rarely,1199,Research & Development,12,4,Human Resources,1,1132,2,Male,94,4,2,Research Scientist,2,Married,5316,9357,1,Y,No,12,3,1,80,1,25,2,4,0,0,0,0
41,No,Travel_Rarely,726,Sales,18,3,Technical Degree,1,1133,1,Male,56,3,1,Sales Representative,4,Divorced,2209,17087,4,Y,No,16,3,3,80,1,7,2,3,7,0,0,1
49,No,Travel_Frequently,765,Sales,8,3,Other,1,1134,3,Female,74,3,2,Sales Executive,4,Single,5183,3165,7,Y,No,11,3,3,80,1,13,3,3,13,0,2,5
41,Yes,Travel_Rarely,1388,Research & Development,15,3,Medical,1,1135,3,Male,86,3,1,Research Scientist,4,Single,2772,26451,0,Y,No,15,4,2,80,1,27,2,2,7,3,2,0
36,Yes,Travel_Rarely,1211,Sales,3,1,Marketing,1,1136,4,Male,51,4,3,Sales Executive,1,Married,7700,9539,1,Y,No,12,3,2,80,0,6,0,3,0,0,0,0
57,No,Travel_Rarely,159,Research & Development,2,2,Life Sciences,1,1137,3,Male,63,3,2,Research Scientist,2,Divorced,4559,7165,1,Y,No,13,3,3,80,0,12,3,3,6,0,0,3
45,No,Travel_Rarely,827,Research & Development,5,3,Medical,1,1138,3,Female,38,3,3,Laboratory Technician,2,Single,7320,25848,7,Y,No,12,3,3,80,1,4,3,3,4,3,3,4
42,No,Travel_Frequently,1406,Research & Development,10,3,Medical,1,1139,2,Male,79,3,1,Research Director,1,Single,4613,4340,4,Y,Yes,18,3,4,80,3,11,1,3,0,0,0,0
25,No,Travel_Rarely,309,Research & Development,1,4,Other,1,1140,1,Male,83,3,1,Research Scientist,2,Single,2978,12841,8,Y,No,13,4,2,80,0,5,2,3,5,4,0,5
25,No,Travel_Frequently,1268,Research & Development,10,3,Technical Degree,1,1141,4,Female,87,3,2,Healthcare Representative,4,Married,4539,12662,3,Y,Yes,14,3,2,80,1,18,3,3,2,2,1,2
39,Yes,Travel_Rarely,514,Research & Development,4,4,Other,1,1142,2,Male,91,3,5,Research Scientist,2,Married,11077,20398,2,Y,No,14,3,4,80,1,12,2,2,2,2,2,2
38,Yes,Travel_Rarely,1177,Research & Development,14,4,Technical Degree,1,1143,3,Male,67,3,3,Laboratory Technician,3,Divorced,6207,16343,5,Y,Yes,20,3,4,80,0,4,4,4,4,1,3,0
31,No,Travel_Frequently,1142,Research & Development,1,5,Technical Degree,1,1144,4,Male,56,1,2,Healthcare Representative,4,Single,6410,24490,1,Y,No,18,3,1,80,2,16,2,3,3,3,2,0
38,No,Travel_Rarely,831,Sales,9,2,Life Sciences,1,1145,3,Female,93,4,2,Sales Executive,4,Single,4644,10409,2,Y,No,17,3,4,80,1,12,0,3,12,5,0,4
51,No,Travel_Rarely,841,Research & Development,9,3,Technical Degree,1,1146,4,Male,32,3,1,Research Scientist,3,Single,2281,24821,2,Y,No,11,3,1,80,1,17,3,3,3,0,2,1
43,No,Non-Travel,905,Research & Development,25,3,Medical,1,1147,3,Female,40,3,5,Laboratory Technician,3,Married,9831,2168,1,Y,Yes,12,4,1,80,1,2,6,3,2,1,0,2
26,Yes,Travel_Rarely,520,Research & Development,11,5,Life Sciences,1,1148,2,Male,53,3,3,Laboratory Technician,3,Married,7377,4082,2,Y,Yes,19,3,2,80,0,13,3,2,7,7,0,0
35,No,Travel_Rarely,1020,Research & Development,14,2,Life Sciences,1,1149,4,Female,58,3,2,Healthcare Representative,1,Single,5193,10442,0,Y,No,11,3,2,80,1,16,2,3,9,1,1,5
29,No,Travel_Frequently,302,Research & Development,21,3,Medical,1,1150,4,Female,98,2,3,Laboratory Technician,3,Divorced,6102,9381,1,Y,Yes,15,3,4,80,1,8,0,3,8,6,2,0
33,No,Travel_Rarely,1207,Research & Development,10,3,Life Sciences,1,1151,1,Male,37,3,1,Healthcare Representative,2,Married,2961,5177,1,Y,No,11,3,4,80,0,2,3,3,2,2,0,1
33,No,Travel_Rarely,181,Research & Development,3,3,Medical,1,1152,1,Male,48,4,5,Healthcare Representative,4,Married,9293,22296,5,Y,No,11,4,4,80,1,10,2,3,8,3,0,5
32,No,Travel_Rarely,290,Research & Development,18,2,Marketing,1,1153,1,Female,97,2,1,Laboratory Technician,4,Married,2647,18260,1,Y,No,20,3,4,80,0,19,3,2,8,4,3,1
25,No,Travel_Rarely,1281,Research & Development,12,1,Other,1,1154,2,Male,98,2,3,Manager,3,Single,6862,22169,2,Y,No,17,3,3,80,0,18,3,3,7,0,3,2
35,No,Travel_Rarely,929,Research & Development,4,3,Technical Degree,1,1155,4,Female,77,4,1,Laboratory Technician,2,Divorced,3865,14265,0,Y,No,18,3,4,80,1,8,2,2,6,0,1,1
31,No,Travel_Rarely,1285,Research & Development,11,3,Medical,1,1156,3,Male,69,4,3,Manager,2,Divorced,5883,15950,3,Y,Yes,17,3,4,80,0,2,1,1,1,1,1,1
18,Yes,Travel_Rarely,855,Sales,18,2,Life Sciences,1,1157,3,Female,96,3,3,Sales Executive,4,Married,5477,23717,3,Y,No,14,3,4,80,1,7,3,4,6,1,3,2
55,No,Travel_Frequently,927,Research & Development,29,3,Life Sciences,1,1158,4,Male,45,3,3,Research Director,3,Married,5783,18221,6,Y,No,12,3,4,80,3,7,3,3,7,6,2,4
46,No,Travel_Rarely,1169,Research & Development,27,1,Life Sciences,1,1159,3,Female,93,3,3,Manufacturing Director,2,Single,5430,26752,6,Y,Yes,13,3,4,80,0,14,4,3,9,0,1,3
33,No,Travel_Rarely,1287,Sales,3,5,Life Sciences,1,1160,2,Male,37,3,4,Sales Executive,2,Married,9569,15074,1,Y,No,14,4,1,80,1,10,2,2,8,5,0,4
37,No,Travel_Frequently,611,Research & Development,4,3,Other,1,1161,4,Male,34,3,1,Research Director,1,Single,3738,15633,1,Y,No,21,3,4,80,1,5,3,3,5,0,0,2
26,No,Travel_Frequently,796,Sales,1,4,Medical,1,1162,4,Male,54,3,2,Sales Representative,4,Divorced,4756,5159,1,Y,No,11,3,4,80,1,18,1,3,6,2,1,3
52,No,Travel_Rarely,1333,Research & Development,2,3,Life Sciences,1,1163,4,Male,82,3,1,Research Scientist,2,Single,3477,10048,8,Y,No,13,3,4,80,1,11,2,4,3,0,0,3
54,No,Travel_Rarely,1222,Research & Development,19,4,Life Sciences,1,1164,3,Male,78,3,5,Research Scientist,3,Single,10607,4327,4,Y,No,11,3,2,80,1,14,3,4,8,8,0,1
38,No,Travel_Rarely,122,Sales,4,3,Medical,1,1165,4,Male,50,2,2,Sales Representative,3,Single,4423,16258,0,Y,No,18,3,3,80,0,0,4,3,0,0,0,0
46,No,Travel_Rarely,1480,Research & Development,8,3,Medical,1,1166,2,Female,80,3,3,Research Director,3,Single,6233,17664,1,Y,No,21,3,4,80,0,0,2,3,0,0,0,0
38,No,Travel_Rarely,1348,Research & Development,9,3,Life Sciences,1,1167,3,Male,75,1,3,Manager,4,Married,6251,12070,2,Y,No,16,3,2,80,1,0,4,3,0,0,0,0
24,No,Travel_Rarely,501,Research & Development,13,4,Other,1,1168,4,Female,38,3,1,Healthcare Representative,4,Single,1261,18349,1,Y,No,16,3,3,80,0,7,3,3,2,2,0,2
33,Yes,Travel_Rarely,661,Sales,1,3,Life Sciences,1,1169,2,Male,93,3,1,Sales Representative,3,Married,2711,20568,6,Y,Yes,15,3,2,80,2,15,2,2,10,5,1,0
38,No,Non-Travel,1157,Sales,3,2,Life Sciences,1,1170,4,Male,52,2,2,Sales Representative,1,Single,4467,7722,3,Y,Yes,16,3,2,80,1,0,4,3,0,0,0,0
32,No,Travel_Frequently,590,Research & Development,5,2,Life Sciences,1,1171,3,Male,89,3,2,Laboratory Technician,3,Married,5096,6262,3,Y,No,17,3,3,80,0,22,3,2,19,8,1,2
35,No,Travel_Rarely,389,Human Resources,4,3,Medical,1,1172,1,Female,88,2,1,Human Resources,3,Married,2574,22490,2,Y,No,16,3,3,80,0,12,3,2,5,4,0,3
36,No,Travel_Rarely,538,Research & Development,29,3,Life Sciences,1,1173,4,Female,37,3,1,Healthcare Representative,3,Divorced,2369,20355,1,Y,No,16,3,3,80,0,20,3,2,11,4,1,0
36,No,Travel_Frequently,231,Sales,16,1,Life Sciences,1,1174,1,Male,93,2,4,Sales Representative,3,Divorced,7803,25664,3,Y,Yes,17,3,3,80,1,4,3,3,4,4,3,4
37,No,Travel_Frequently,542,Research & Development,5,3,Life Sciences,1,1175,3,Female,83,3,5,Research Scientist,1,Divorced,10557,8402,4,Y,No,11,3,2,80,1,14,4,3,0,0,0,0
27,No,Non-Travel,891,Research & Development,19,3,Medical,1,1176,1,Male,44,2,2,Laboratory Technician,3,Married,5090,4408,2,Y,No,15,3,1,80,0,11,2,3,3,2,1,3
30,No,Travel_Rarely,1098,Research & Development,3,4,Life Sciences,1,1177,4,Male,81,2,2,Manager,2,Married,3585,11749,3,Y,No,16,3,1,80,0,16,0,3,12,3,3,6
25,No,Travel_Rarely,1370,Sales,13,1,Life Sciences,1,1178,2,Male,80,3,1,Sales Executive,4,Married,2569,23725,6,Y,No,16,3,2,80,1,9,4,2,4,4,0,2
45,No,Non-Travel,1177,Research & Development,2,3,Medical,1,1179,2,Male,33,3,3,Laboratory Technician,2,Divorced,6686,22470,1,Y,No,14,3,3,80,0,14,4,3,0,0,0,0
18,Yes,Travel_Rarely,822,Research & Development,13,4,Life Sciences,1,1180,1,Male,63,1,4,Manufacturing Director,4,Single,7925,5008,3,Y,Yes,15,3,4,80,1,18,2,2,6,3,6,1
47,No,Travel_Frequently,965,Human Resources,5,3,Medical,1,1181,4,Female,53,3,1,Human Resources,1,Married,2029,13810,2,Y,No,12,3,2,80,1,6,2,3,0,0,0,0
49,No,Travel_Rarely,331,Research & Development,1,2,Life Sciences,1,1182,4,Male,50,2,1,Laboratory Technician,3,Single,2684,13658,4,Y,No,11,3,1,80,0,12,3,4,7,7,2,0
34,No,Travel_Frequently,566,Research & Development,2,4,Life Sciences,1,1183,4,Female,31,3,4,Laboratory Technician,4,Married,7593,11627,0,Y,No,18,3,4,80,1,0,1,2,0,0,0,0
18,No,Travel_Rarely,287,Human Resources,4,3,Medical,1,1184,3,Male,36,3,3,Human Resources,2,Married,6779,22412,4,Y,No,11,3,2,80,0,15,3,2,11,6,0,6
33,No,Travel_Rarely,263,Sales,12,3,Life Sciences,1,1185,3,Male,85,1,1,Sales Representative,4,Married,1783,4795,1,Y,No,14,3,4,80,0,24,1,3,16,4,3,5
36,No,Travel_Rarely,1324,Human Resources,1,5,Life Sciences,1,1186,1,Female,97,4,3,Human Resources,3,Married,7350,6138,0,Y,No,12,3,4,80,0,2,3,4,2,0,1,2
27,No,Non-Travel,502,Research & Development,9,4,Medical,1,1187,3,Female,64,4,2,Healthcare Representative,3,Divorced,6370,18511,5,Y,No,20,3,2,80,1,10,0,3,6,6,1,0
32,Yes,Travel_Rarely,892,Sales,11,3,Other,1,1188,2,Female,55,3,2,Sales Representative,2,Married,3811,4239,4,Y,No,14,3,2,80,1,17,3,4,0,0,0,0
50,No,Travel_Rarely,1116,Research & Development,9,2,Marketing,1,1189,4,Male,47,2,3,Research Scientist,3,Divorced,6927,24937,7,Y,No,13,3,3,80,0,11,3,3,2,2,2,2
42,Yes,Travel_Rarely,646,Research & Development,12,3,Technical Degree,1,1190,4,Female,93,2,4,Research Director,3,Single,7918,9581,3,Y,Yes,17,3,1,80,0,12,3,4,1,1,1,1
28,No,Travel_Frequently,514,Sales,1,1,Human Resources,1,1191,3,Female,85,3,2,Sales Executive,3,Married,5332,15091,3,Y,Yes,22,3,1,80,0,8,2,2,0,0,0,0
22,No,Travel_Rarely,632,Research & Development,7,1,Other,1,1192,1,Male,84,3,5,Healthcare Representative,4,Married,9487,17888,4,Y,No,16,3,2,80,0,8,1,2,8,0,1,0
34,No,Travel_Rarely,1246,Research & Development,25,3,Marketing,1,1193,4,Male,41,1,2,Research Scientist,3,Single,4884,24151,1,Y,No,13,3,4,80,1,10,2,3,0,0,0,0
35,No,Travel_Rarely,170,Research & Development,8,4,Medical,1,1194,1,Male,66,4,3,Research Director,2,Married,5801,18882,0,Y,No,17,3,3,80,0,11,3,4,11,0,1,5
41,Yes,Travel_Rarely,394,Sales,8,4,Life Sciences,1,1195,2,Male,81,3,2,Sales Representative,2,Married,4334,6805,1,Y,No,11,3,1,80,1,2,3,2,2,2,2,0
32,No,Travel_Rarely,736,Research & Development,12,3,Life Sciences,1,1196,2,Male,48,3,4,Laboratory Technician,1,Married,7675,4018,1,Y,Yes,15,4,4,80,0,10,0,2,9,5,3,0
41,Yes,Travel_Rarely,1405,Human Resources,3,3,Marketing,1,1197,3,Female,44,3,4,Human Resources,2,Married,9157,26099,1,Y,Yes,21,3,3,80,1,21,3,1,0,0,0,0
54,Yes,Travel_Frequently,667,Human Resources,10,1,Other,1,1198,4,Male,81,3,1,Human Resources,4,Married,1830,19359,8,Y,No,15,3,3,80,1,8,3,2,0,0,0,0
44,No,Travel_Rarely,634,Research & Development,22,2,Medical,1,1199,2,Female,55,2,5,Healthcare Representative,4,Single,10941,8117,6,Y,Yes,15,3,2,80,1,2,3,2,2,1,0,2
36,Yes,Travel_Rarely,751,Sales,1,1,Marketing,1,1200,1,Female,74,3,4,Sales Executive,2,Married,8224,4996,8,Y,No,15,4,3,80,0,9,2,4,9,6,2,9
35,No,Travel_Frequently,655,Research & Development,18,4,Medical,1,1201,3,Male,50,3,4,Research Director,4,Single,8408,11883,9,Y,Yes,13,3,4,80,0,5,4,3,5,5,1,0
33,No,Non-Travel,1054,Sales,2,2,Medical,1,1202,4,Male,82,2,1,Sales Executive,3,Single,2618,17841,2,Y,No,16,3,1,80,0,1,4,3,0,0,0,0
47,No,Travel_Frequently,859,Sales,5,4,Medical,1,1203,2,Male,58,2,4,Sales Representative,4,Single,7890,17596,1,Y,No,17,3,2,80,1,11,6,3,11,2,2,7
31,No,Travel_Rarely,129,Research & Development,17,3,Medical,1,1204,2,Female,77,3,4,Research Scientist,4,Single,8668,19723,3,Y,No,13,3,2,80,0,6,2,3,6,0,0,6
37,No,Travel_Rarely,671,Research & Development,15,2,Life Sciences,1,1205,4,Female,48,4,2,Healthcare Representative,4,Single,5724,10725,7,Y,No,11,3,2,80,0,6,4,3,5,5,2,3
37,No,Travel_Rarely,740,Research & Development,20,2,Marketing,1,1206,4,Male,83,4,5,Laboratory Technician,1,Single,9877,15685,2,Y,Yes,16,3,3,80,2,12,1,3,7,3,1,3
32,No,Travel_Rarely,529,Research & Development,25,3,Human Resources,1,1207,4,Female,31,3,1,Laboratory Technician,2,Single,3437,13110,3,Y,No,22,3,4,80,0,0,2,3,0,0,0,0
24,No,Travel_Rarely,876,Research & Development,5,4,Human Resources,1,1208,4,Male,61,4,1,Research Scientist,1,Married,3698,23845,1,Y,No,13,3,4,80,3,0,3,3,0,0,0,0
39,No,Travel_Frequently,1269,Sales,9,4,Life Sciences,1,1209,2,Female,91,2,2,Sales Executive,4,Single,3847,18593,2,Y,No,11,3,2,80,2,15,3,3,10,8,4,4
36,No,Travel_Rarely,1081,Human Resources,4,3,Human Resources,1,1210,2,Male,36,3,3,Human Resources,2,Married,5335,22978,2,Y,No,17,3,3,80,2,0,3,3,0,0,0,0
41,No,Travel_Rarely,1218,Research & Development,3,3,Life Sciences,1,1211,2,Male,97,3,3,Laboratory Technician,4,Divorced,6741,2390,2,Y,Yes,21,3,3,80,2,4,2,4,3,3,0,2
32,Yes,Travel_Rarely,136,Research & Development,5,3,Life Sciences,1,1212,2,Male,51,3,1,Healthcare Representative,2,Divorced,2062,9786,7,Y,No,16,3,3,80,0,0,4,3,0,0,0,0
47,No,Travel_Rarely,627,Sales,12,5,Marketing,1,1213,4,Male,58,4,5,Sales Executive,4,Single,11994,21426,0,Y,No,21,4,3,80,0,7,3,3,4,2,0,1
29,No,Travel_Rarely,1440,Research & Development,6,4,Life Sciences,1,1214,4,Male,32,3,1,Laboratory Technician,1,Divorced,2527,10221,9,Y,No,17,3,2,80,0,13,4,2,5,5,1,4
52,Yes,Travel_Rarely,931,Research & Development,15,3,Life Sciences,1,1215,4,Female,51,3,1,Laboratory Technician,1,Married,1858,21083,0,Y,Yes,17,3,3,80,0,11,0,3,9,8,0,6
21,Yes,Travel_Rarely,477,Sales,12,3,Life Sciences,1,1216,2,Male,82,3,1,Sales Executive,2,Single,1582,24955,8,Y,No,13,3,3,80,0,27,3,3,0,0,0,0
40,No,Travel_Rarely,935,Sales,1,3,Marketing,1,1217,4,Female,86,3,2,Sales Executive,3,Divorced,5371,26399,3,Y,No,15,3,4,80,2,18,2,1,6,3,0,0
41,Yes,Travel_Frequently,757,Research & Development,8,3,Life Sciences,1,1218,4,Male,39,2,5,Laboratory Technician,2,Divorced,10043,19572,4,Y,Yes,14,3,4,80,0,4,3,3,4,4,1,4
29,No,Travel_Rarely,968,Research & Development,5,1,Medical,1,1219,1,Female,69,4,3,Manufacturing Director,4,Married,6535,15347,1,Y,No,14,3,1,80,0,2,3,3,2,2,0,1
40,No,Travel_Frequently,1108,Sales,5,3,Medical,1,1220,4,Female,49,2,4,Sales Executive,1,Married,9264,7195,4,Y,No,14,3,1,80,1,29,2,2,4,3,4,4
48,No,Travel_Rarely,589,Human Resources,15,4,Marketing,1,1221,2,Female,40,1,1,Human Resources,2,Married,2112,3168,7,Y,No,15,3,4,80,0,18,2,4,4,3,1,3
18,No,Travel_Frequently,1424,Sales,7,3,Human Resources,1,1222,1,Male,37,3,2,Sales Executive,4,Single,4463,18493,1,Y,No,11,3,3,80,0,15,3,2,4,0,3,0
41,No,Travel_Rarely,454,Research & Development,19,1,Medical,1,1223,3,Male,65,3,2,Research Scientist,1,Single,4486,3621,1,Y,No,17,4,4,80,0,11,3,4,7,1,2,3
